id,nome,cpf,prioridade,data
4369,Julia Oliveira,27608865339,1,2022-02-27
4370,Julia Almeida,34711814185,5,2021-09-17
4371,Rafael Santos,83551800997,3,2023-09-10
4372,Daniela Oliveira,15283106591,4,2023-08-07
4373,Marcos Rodrigues,59061626341,4,2022-02-02
4374,Ana Gomes,47000669429,2,2024-05-26
4375,Otavio Souza,61245970875,5,2025-07-23
4376,Carlos Silva,52827088111,3,2025-05-29
4377,Otavio Araújo,40383691108,4,2024-09-28
4378,Julia Pereira,33589743237,4,2025-06-11
4379,Ana Rodrigues,16430555674,5,2021-01-03
4380,Gustavo Lima,43340138779,2,2022-11-11
4381,Vanessa Ribeiro,65854050174,3,2025-05-05
4382,Carlos Nascimento,64404878552,5,2021-09-29
4383,Gustavo Nascimento,76827110643,5,2024-04-04
4384,Patricia Carvalho,17674693791,5,2025-04-25
4385,Marcos Nascimento,10500945904,3,2022-12-30
4386,Bruno Gomes,89292533798,2,2022-05-29
4387,Nathalia Gomes,32384686181,1,2023-10-24
4388,Patricia Gomes,68469823418,4,2025-06-30
4389,Carlos Almeida,95176454890,5,2025-05-05
4390,Carlos Lima,12584891853,3,2021-08-27
4391,Rafael Nascimento,35312026704,1,2022-06-25
4392,Nathalia Ribeiro,58679274208,2,2022-08-10
4393,Marcos Oliveira,82267195199,2,2023-08-27
4394,Otavio Oliveira,70856818674,1,2021-08-07
4395,Ana Souza,15860687636,3,2025-07-11
4396,Julia Carvalho,35004247859,5,2020-12-05
4397,Tiago Oliveira,07197368914,4,2025-05-05
4398,Carlos Almeida,10848604890,3,2024-01-12
4399,Kaique Lima,93035998338,4,2025-05-15
4400,Nathalia Almeida,74837800746,4,2024-06-08
4401,Sara Souza,92814345674,3,2023-11-15
4402,Rafael Silva,87806913346,4,2024-11-09
4403,Sara Almeida,18940167475,2,2021-07-09
4404,Patricia Souza,79010152688,2,2022-06-23
4405,Julia Souza,75495507308,3,2023-03-14
4406,Kaique Silva,93888556766,3,2022-01-17
4407,Helena Carvalho,39559457360,3,2020-12-18
4408,Marcos Souza,11453322831,2,2021-03-16
4409,Nathalia Almeida,82884446372,1,2025-10-25
4410,Igor Gomes,37167997814,1,2025-01-16
4411,Carlos Ribeiro,84711175312,1,2024-06-27
4412,Rafael Nascimento,51078850653,2,2022-11-04
4413,Otavio Santos,23924565620,4,2022-03-18
4414,Larissa Silva,12473038800,5,2021-07-15
4415,Rafael Ribeiro,83165016185,4,2022-06-03
4416,Carlos Ribeiro,76039723775,4,2024-08-02
4417,Patricia Carvalho,66855405209,1,2023-04-13
4418,Nathalia Oliveira,44059659243,4,2025-09-27
4419,Ana Lima,25405657473,1,2021-02-24
4420,Tiago Rodrigues,23819351438,2,2022-05-06
4421,Daniela Oliveira,29370642555,3,2022-04-08
4422,Patricia Araújo,10472237806,4,2025-11-15
4423,Larissa Nascimento,74180819657,2,2025-08-01
4424,Kaique Almeida,99245798876,4,2024-08-04
4425,Sara Araújo,75269078202,4,2023-10-11
4426,Vanessa Costa,79411935893,2,2024-03-02
4427,Otavio Carvalho,51240138801,1,2023-02-27
4428,Igor Lima,54191979045,4,2021-07-22
4429,Ana Nascimento,28536089356,2,2022-08-04
4430,Helena Lima,57853521426,5,2021-12-19
4431,Larissa Nascimento,53877976719,4,2021-08-28
4432,Tiago Lima,86674995212,4,2023-11-17
4433,Carlos Silva,28819578286,3,2025-03-28
4434,Larissa Costa,83312299434,4,2023-09-23
4435,Rafael Lima,84263513264,4,2021-10-09
4436,Igor Gomes,67531061703,5,2025-04-03
4437,Ana Almeida,60140620034,2,2024-05-12
4438,Eduardo Nascimento,68171238397,2,2025-05-30
4439,Ana Almeida,01569122457,5,2024-10-28
4440,Larissa Araújo,27075273077,4,2024-06-26
4441,Rafael Gomes,02011981382,2,2022-09-02
4442,Nathalia Araújo,46749598842,2,2021-03-06
4443,Igor Pereira,65983515200,3,2025-04-07
4444,Carlos Rodrigues,73639499435,5,2024-03-28
4445,Vanessa Lima,80685415826,1,2025-09-16
4446,Helena Ribeiro,56030768662,1,2024-03-18
4447,Otavio Oliveira,18645116732,1,2023-02-03
4448,Daniela Araújo,93146521335,5,2022-02-02
4449,Kaique Silva,41110951922,3,2023-06-26
4450,Nathalia Souza,74456866946,2,2022-01-21
4451,Sara Lima,07282242175,5,2025-09-08
4452,Ana Nascimento,92327858463,3,2023-09-26
4453,Vanessa Araújo,43393792995,5,2025-06-03
4454,Gustavo Almeida,43155093496,2,2025-03-02
4455,Julia Santos,59407221745,2,2022-09-26
4456,Igor Gomes,19351125808,4,2021-08-07
4457,Nathalia Ribeiro,03250242179,1,2023-02-19
4458,Ana Gomes,47902056285,4,2023-03-14
4459,Helena Pereira,80484253260,3,2023-05-15
4460,Ana Souza,33595384409,1,2021-02-07
4461,Kaique Carvalho,88029661844,1,2022-11-04
4462,Otavio Carvalho,83793769186,2,2023-04-20
4463,Marcos Souza,78229248714,4,2023-09-20
4464,Vanessa Ribeiro,49847639134,3,2021-06-04
4465,Carlos Costa,29917568236,1,2023-11-14
4466,Fernanda Pereira,82913998340,5,2024-09-21
4467,Larissa Oliveira,72049564669,3,2022-12-06
4468,Otavio Silva,01039174103,3,2022-03-18
4469,Igor Silva,63904774247,5,2023-07-13
4470,Helena Silva,16435438836,3,2021-07-09
4471,Gustavo Souza,82947312402,2,2023-10-23
4472,Bruno Carvalho,80332181806,5,2022-06-27
4473,Marcos Gomes,78438651449,5,2022-07-22
4474,Bruno Costa,12743640356,2,2021-03-17
4475,Carlos Carvalho,50761293429,5,2024-11-11
4476,Igor Rodrigues,27032271410,1,2021-12-27
4477,Rafael Ribeiro,37340550191,5,2024-11-09
4478,Daniela Souza,78025474364,5,2022-04-05
4479,Tiago Carvalho,74247656369,4,2025-07-17
4480,Tiago Rodrigues,39806315537,2,2024-10-31
4481,Fernanda Carvalho,77869708586,5,2024-06-21
4482,Helena Carvalho,66224946214,3,2022-01-07
4483,Nathalia Lima,86314051028,5,2022-11-15
4484,Nathalia Carvalho,52829421495,4,2023-11-05
4485,Tiago Ribeiro,70312070388,3,2021-07-21
4486,Rafael Almeida,36678610851,3,2023-04-29
4487,Bruno Carvalho,10376819309,1,2021-01-03
4488,Kaique Souza,15144453141,3,2021-05-03
4489,Bruno Carvalho,95277235967,2,2025-02-14
4490,Julia Lima,24203737380,5,2021-10-11
4491,Julia Lima,80967547912,2,2021-10-18
4492,Larissa Ribeiro,18723751150,2,2023-09-24
4493,Julia Rodrigues,67373890347,5,2022-06-16
4494,Gustavo Rodrigues,48542077300,1,2024-07-24
4495,Daniela Costa,36518434432,1,2021-05-05
4496,Helena Santos,69728757710,4,2022-09-29
4497,Larissa Santos,91734410891,4,2022-11-26
4498,Gustavo Nascimento,45540016659,2,2022-08-05
4499,Patricia Lima,00172093848,2,2024-01-19
4500,Sara Nascimento,58047460608,2,2022-02-03
4501,Nathalia Carvalho,76490357375,5,2020-12-16
4502,Kaique Gomes,04520930413,4,2025-10-06
4503,Helena Almeida,74684390906,1,2025-07-25
4504,Otavio Lima,96100069044,1,2021-02-26
4505,Gustavo Costa,16840727825,4,2020-12-03
4506,Gustavo Costa,39354423329,3,2021-03-03
4507,Daniela Oliveira,04321975109,2,2022-08-19
4508,Kaique Silva,15576986694,3,2022-05-15
4509,Julia Souza,20939480075,1,2022-07-30
4510,Daniela Santos,65609443515,3,2022-05-04
4511,Otavio Silva,51412474533,1,2024-08-21
4512,Tiago Silva,13117906623,2,2023-09-22
4513,Marcos Araújo,32707136119,4,2021-06-10
4514,Kaique Oliveira,61579015237,5,2021-09-16
4515,Eduardo Almeida,34222430003,3,2023-12-29
4516,Bruno Araújo,09658429944,1,2024-03-24
4517,Bruno Araújo,80711299903,4,2022-11-11
4518,Eduardo Araújo,13519865417,2,2025-01-31
4519,Igor Lima,20596180576,1,2025-02-24
4520,Eduardo Rodrigues,82216645005,1,2021-01-28
4521,Patricia Rodrigues,91961248081,2,2023-02-04
4522,Tiago Oliveira,48010230363,2,2021-12-24
4523,Rafael Carvalho,60922602920,5,2023-05-20
4524,Vanessa Carvalho,29580674699,2,2023-03-02
4525,Vanessa Souza,95861764629,5,2021-03-08
4526,Igor Carvalho,23106598931,1,2022-11-21
4527,Marcos Santos,04647901167,2,2021-04-18
4528,Carlos Carvalho,09119207687,1,2021-07-20
4529,Vanessa Ribeiro,27321871012,5,2022-12-03
4530,Tiago Carvalho,57799685856,1,2023-09-06
4531,Larissa Araújo,31835629794,5,2023-04-29
4532,Bruno Oliveira,46140464424,1,2022-03-02
4533,Nathalia Ribeiro,40461356982,1,2021-01-07
4534,Vanessa Rodrigues,89467681156,1,2025-01-19
4535,Nathalia Araújo,14602028216,4,2024-10-05
4536,Fernanda Santos,08243927366,2,2024-05-19
4537,Igor Pereira,70717046937,5,2024-09-14
4538,Kaique Ribeiro,33935310594,2,2021-11-07
4539,Eduardo Costa,74792794677,3,2023-09-05
4540,Marcos Gomes,89835965238,2,2023-01-17
4541,Vanessa Ribeiro,15845623531,4,2022-03-05
4542,Gustavo Souza,44111514951,3,2022-09-15
4543,Otavio Gomes,62934084444,3,2024-02-08
4544,Larissa Oliveira,22449579106,5,2025-09-20
4545,Patricia Rodrigues,34118736524,1,2024-01-11
4546,Kaique Carvalho,77036403732,5,2024-03-02
4547,Sara Nascimento,96427257292,4,2024-09-20
4548,Helena Carvalho,30865368192,3,2023-08-26
4549,Marcos Silva,11113199156,4,2024-08-18
4550,Patricia Carvalho,12896423803,4,2022-11-26
4551,Rafael Ribeiro,25017114642,2,2021-08-31
4552,Tiago Rodrigues,43681294898,1,2021-03-11
4553,Marcos Oliveira,19921255806,2,2022-06-24
4554,Larissa Souza,31327383953,4,2025-04-25
4555,Gustavo Almeida,23892286173,3,2024-04-12
4556,Nathalia Silva,82404549627,5,2022-08-16
4557,Rafael Carvalho,45463881363,1,2023-12-20
4558,Eduardo Oliveira,93388601916,4,2023-05-20
4559,Sara Gomes,62316224335,3,2024-07-03
4560,Ana Silva,80856390358,1,2023-06-25
4561,Rafael Araújo,99641247972,5,2024-06-02
4562,Sara Lima,45898693845,2,2024-10-29
4563,Fernanda Lima,63231383428,1,2021-12-09
4564,Julia Souza,36883710660,1,2025-11-17
4565,Fernanda Souza,49663991650,2,2022-01-17
4566,Igor Nascimento,81842455381,4,2022-12-14
4567,Igor Rodrigues,94722401476,5,2025-01-28
4568,Kaique Lima,00851333283,1,2023-04-06
4569,Larissa Costa,69468833215,2,2024-07-03
4570,Igor Pereira,10907284255,4,2024-07-13
4571,Nathalia Silva,34245697383,2,2025-02-28
4572,Julia Pereira,97247759315,1,2021-12-07
4573,Otavio Pereira,85309621638,1,2023-07-12
4574,Fernanda Santos,55996128184,1,2024-05-01
4575,Fernanda Santos,89187513096,2,2025-08-05
4576,Otavio Oliveira,54199750623,2,2022-12-29
4577,Tiago Lima,24312108541,3,2023-11-25
4578,Larissa Nascimento,82314982282,5,2025-03-21
4579,Sara Pereira,66922837412,3,2023-03-11
4580,Julia Nascimento,98737924888,3,2022-09-01
4581,Kaique Oliveira,87932194536,3,2023-09-18
4582,Fernanda Almeida,50617838981,5,2025-01-31
4583,Patricia Rodrigues,41633824773,5,2023-10-18
4584,Nathalia Silva,56755792961,1,2025-11-03
4585,Nathalia Silva,71920520029,4,2024-06-13
4586,Nathalia Costa,60720670481,4,2023-06-02
4587,Julia Costa,92244114239,1,2025-07-25
4588,Carlos Pereira,18358465162,5,2024-11-10
4589,Patricia Rodrigues,73042560347,5,2025-11-17
4590,Bruno Gomes,16164051529,3,2023-05-10
4591,Rafael Rodrigues,80242131392,1,2024-07-14
4592,Otavio Rodrigues,91466424543,2,2021-10-03
4593,Ana Lima,89962378016,2,2023-06-17
4594,Daniela Rodrigues,61191210229,4,2022-04-30
4595,Daniela Lima,17701489188,5,2024-02-18
4596,Vanessa Santos,40690643227,4,2024-06-17
4597,Marcos Santos,38562032840,5,2021-04-08
4598,Julia Nascimento,00950161913,3,2024-06-21
4599,Carlos Lima,27764403204,3,2022-08-20
4600,Kaique Silva,22484431813,4,2022-10-28
4601,Rafael Araújo,02629385282,5,2023-10-07
4602,Marcos Lima,24757201411,5,2022-07-12
4603,Tiago Oliveira,03733542621,5,2024-12-01
4604,Daniela Araújo,28493556932,4,2023-01-14
4605,Sara Costa,42841547198,1,2025-01-17
4606,Ana Ribeiro,82445219665,1,2022-01-20
4607,Otavio Carvalho,81838653606,5,2022-10-11
4608,Gustavo Nascimento,14615713480,2,2024-09-05
4609,Sara Silva,80656714413,1,2022-04-28
4610,Carlos Costa,73181314383,5,2025-09-25
4611,Sara Gomes,45564486972,4,2021-04-17
4612,Julia Silva,99544906838,5,2023-09-14
4613,Helena Costa,47325007885,3,2025-11-02
4614,Carlos Costa,04946897993,5,2025-06-29
4615,Rafael Costa,46294735540,5,2025-02-19
4616,Julia Araújo,26801531604,1,2023-12-27
4617,Ana Pereira,96221139710,2,2023-09-01
4618,Tiago Nascimento,24187470933,1,2021-01-15
4619,Helena Santos,56786196004,2,2023-03-10
4620,Marcos Souza,04311912191,5,2025-03-23
4621,Sara Araújo,83693105377,4,2025-06-06
4622,Marcos Costa,90591851105,1,2023-09-08
4623,Marcos Rodrigues,78365934271,4,2024-03-26
4624,Ana Ribeiro,67357342011,3,2022-03-27
4625,Fernanda Araújo,92772065317,5,2023-12-23
4626,Sara Pereira,57844880731,4,2025-09-29
4627,Gustavo Souza,68838307721,3,2025-05-31
4628,Julia Nascimento,47191227989,3,2024-04-23
4629,Igor Souza,93451964382,1,2022-03-22
4630,Ana Pereira,14316788158,1,2025-06-27
4631,Julia Ribeiro,58728371069,3,2022-12-28
4632,Ana Almeida,91493975053,2,2024-04-23
4633,Fernanda Costa,66682508562,5,2023-05-23
4634,Gustavo Rodrigues,72331192443,1,2022-02-12
4635,Larissa Souza,62805601379,5,2021-04-20
4636,Bruno Gomes,49000684078,5,2022-05-27
4637,Ana Santos,74700943008,3,2022-06-18
4638,Tiago Costa,17704642962,1,2024-09-15
4639,Rafael Pereira,66243200846,4,2021-09-27
4640,Ana Ribeiro,50789613698,4,2024-02-01
4641,Ana Silva,76697386861,5,2021-03-29
4642,Nathalia Pereira,21749111018,4,2025-10-22
4643,Gustavo Carvalho,31135308300,2,2025-04-11
4644,Sara Gomes,12167506905,1,2021-02-26
4645,Eduardo Carvalho,25969654156,3,2024-08-04
4646,Julia Carvalho,64148880479,3,2024-05-27
4647,Marcos Almeida,12248414557,3,2021-03-26
4648,Julia Silva,27300912860,1,2023-02-04
4649,Daniela Souza,64569160069,3,2021-03-17
4650,Igor Carvalho,92608349920,2,2021-12-09
4651,Nathalia Oliveira,08955608526,5,2021-01-18
4652,Rafael Araújo,50784306001,5,2020-12-03
4653,Tiago Oliveira,19942797915,4,2021-08-02
4654,Nathalia Pereira,24638035983,5,2023-08-21
4655,Julia Santos,50517785151,4,2021-11-16
4656,Bruno Gomes,21219249514,5,2021-04-25
4657,Fernanda Souza,83992744126,1,2023-10-20
4658,Bruno Costa,44635385491,5,2021-07-28
4659,Tiago Souza,54449503027,2,2024-02-05
4660,Bruno Nascimento,97449060742,4,2022-01-14
4661,Nathalia Carvalho,74485271375,4,2022-04-17
4662,Kaique Araújo,70533185716,5,2023-08-17
4663,Ana Rodrigues,75598632222,5,2024-02-05
4664,Julia Oliveira,34283801450,3,2025-03-09
4665,Eduardo Lima,81510379312,3,2021-07-24
4666,Kaique Silva,30156512325,5,2022-02-26
4667,Helena Carvalho,76030794846,5,2025-02-13
4668,Tiago Almeida,04545562369,3,2022-05-14
4669,Ana Silva,58894733183,5,2021-10-06
4670,Rafael Araújo,47462327185,4,2024-07-04
4671,Marcos Araújo,94933349376,2,2023-04-07
4672,Patricia Lima,73940927425,3,2022-08-22
4673,Larissa Ribeiro,47675247876,1,2025-03-08
4674,Otavio Pereira,19743529678,1,2021-02-19
4675,Larissa Rodrigues,41484552824,4,2023-04-16
4676,Larissa Ribeiro,45069883894,5,2021-06-17
4677,Nathalia Pereira,73922674417,5,2022-02-09
4678,Tiago Costa,74543006049,1,2025-08-04
4679,Bruno Carvalho,18045247892,1,2025-07-11
4680,Julia Carvalho,10057338777,5,2025-10-24
4681,Igor Almeida,55872754589,4,2022-12-17
4682,Tiago Pereira,62392104289,2,2023-08-23
4683,Tiago Pereira,22581250340,3,2022-09-11
4684,Sara Araújo,91993232731,5,2023-04-09
4685,Igor Pereira,51815551707,2,2024-11-29
4686,Helena Carvalho,86245464630,1,2024-08-26
4687,Igor Souza,66570882644,2,2023-08-25
4688,Sara Souza,22537493906,5,2025-01-18
4689,Helena Oliveira,12082600985,2,2024-12-08
4690,Julia Lima,31454837204,5,2025-05-03
4691,Carlos Araújo,80109380290,5,2024-05-29
4692,Sara Rodrigues,17113333026,1,2023-08-31
4693,Eduardo Araújo,64764612092,5,2023-03-31
4694,Carlos Silva,77719169184,2,2024-04-23
4695,Helena Araújo,21086432733,5,2025-09-06
4696,Daniela Ribeiro,71051268204,1,2023-08-25
4697,Vanessa Araújo,18620379597,2,2023-03-05
4698,Julia Oliveira,13262067250,3,2022-11-10
4699,Daniela Rodrigues,74795643122,1,2024-02-25
4700,Larissa Rodrigues,32289540826,3,2023-10-28
4701,Sara Nascimento,30129285359,2,2024-10-24
4702,Tiago Santos,39184411087,1,2020-11-25
4703,Rafael Santos,52756893457,1,2023-04-06
4704,Igor Ribeiro,11220065968,5,2021-06-09
4705,Gustavo Gomes,26058323774,4,2023-09-28
4706,Marcos Araújo,61481568989,1,2024-03-29
4707,Carlos Carvalho,62493664219,1,2025-01-14
4708,Rafael Nascimento,16938228209,3,2022-02-18
4709,Bruno Costa,00770189309,5,2024-01-17
4710,Helena Carvalho,07754938970,2,2022-07-23
4711,Bruno Lima,30197799280,5,2023-09-04
4712,Otavio Silva,87318677093,4,2023-01-09
4713,Fernanda Araújo,46899145871,4,2024-06-25
4714,Marcos Almeida,20131111184,1,2021-02-24
4715,Julia Oliveira,55865948209,2,2023-10-04
4716,Sara Silva,01212111192,2,2023-10-16
4717,Kaique Santos,66973436449,2,2024-01-19
4718,Larissa Carvalho,37303548952,1,2021-07-17
4719,Marcos Araújo,70316718200,5,2024-04-07
4720,Eduardo Gomes,83827227280,4,2024-01-05
4721,Kaique Rodrigues,76564144779,4,2022-07-27
4722,Marcos Silva,41652568857,2,2025-10-03
4723,Helena Gomes,11363415568,2,2022-11-25
4724,Gustavo Gomes,44318474768,3,2025-06-08
4725,Igor Nascimento,49135690553,4,2022-08-28
4726,Tiago Silva,99757637312,2,2024-02-05
4727,Vanessa Gomes,61718410612,4,2025-05-18
4728,Nathalia Gomes,26449727731,5,2025-11-03
4729,Rafael Lima,38012158682,2,2023-09-11
4730,Tiago Silva,92825380489,3,2024-07-09
4731,Larissa Souza,03365845447,2,2024-02-24
4732,Fernanda Oliveira,19768560920,1,2022-01-20
4733,Gustavo Pereira,88469643020,4,2023-07-29
4734,Larissa Ribeiro,05157513986,4,2022-08-22
4735,Helena Ribeiro,92288259000,4,2022-09-09
4736,Nathalia Souza,05473216889,1,2022-03-05
4737,Otavio Pereira,58683344137,5,2023-10-20
4738,Vanessa Almeida,23161020040,5,2022-05-11
4739,Nathalia Souza,50323210422,1,2025-01-07
4740,Eduardo Carvalho,07591034175,3,2025-07-09
4741,Nathalia Oliveira,76964572729,4,2022-02-01
4742,Carlos Lima,97518799641,1,2025-02-10
4743,Igor Nascimento,98824636244,1,2022-05-27
4744,Larissa Nascimento,81802682430,4,2022-12-17
4745,Igor Pereira,76850452296,1,2021-11-03
4746,Tiago Almeida,81629821810,1,2024-10-15
4747,Sara Araújo,94413350818,1,2024-05-02
4748,Patricia Pereira,85511359920,2,2023-11-04
4749,Tiago Pereira,01001617449,5,2025-03-29
4750,Marcos Araújo,95602846455,1,2025-07-13
4751,Fernanda Nascimento,01311042719,5,2022-05-21
4752,Eduardo Santos,37153413746,2,2025-09-11
4753,Rafael Araújo,70919508104,4,2022-01-06
4754,Otavio Almeida,22123246379,3,2021-10-06
4755,Carlos Gomes,66960709321,5,2024-11-24
4756,Eduardo Carvalho,58061658251,5,2022-10-17
4757,Otavio Gomes,75863586091,4,2025-09-24
4758,Larissa Souza,40257366675,3,2023-05-12
4759,Helena Almeida,03315379893,5,2022-08-11
4760,Bruno Santos,86719666434,3,2022-11-27
4761,Kaique Souza,55038289614,2,2024-06-23
4762,Eduardo Carvalho,47339129848,4,2021-10-04
4763,Tiago Ribeiro,46409319133,4,2022-09-20
4764,Kaique Araújo,40955443740,5,2024-03-19
4765,Marcos Gomes,00580426290,2,2025-05-21
4766,Eduardo Pereira,93696373008,5,2023-10-24
4767,Sara Ribeiro,08581961283,3,2024-04-29
4768,Nathalia Costa,10718081397,4,2024-01-20
4769,Nathalia Souza,01100885374,1,2021-05-04
4770,Patricia Santos,36675168786,1,2025-09-06
4771,Tiago Rodrigues,22006370293,5,2022-02-12
4772,Larissa Pereira,94241473499,5,2023-08-13
4773,Ana Santos,43161930195,4,2024-09-04
4774,Eduardo Almeida,31439503511,5,2022-07-06
4775,Ana Ribeiro,28334083876,5,2022-10-04
4776,Marcos Almeida,73078652371,3,2023-08-22
4777,Daniela Almeida,74755480066,4,2023-12-06
4778,Sara Costa,17795476596,5,2023-11-03
4779,Helena Gomes,22708952175,2,2025-07-08
4780,Daniela Gomes,75775670596,5,2023-01-19
4781,Ana Gomes,74649668447,1,2025-04-20
4782,Rafael Costa,20708494657,1,2022-05-22
4783,Eduardo Araújo,35319803208,1,2025-06-13
4784,Tiago Rodrigues,38006775769,3,2023-09-19
4785,Igor Ribeiro,37328867283,3,2023-11-16
4786,Eduardo Araújo,84071180610,1,2023-05-24
4787,Ana Costa,08659672827,5,2023-12-15
4788,Daniela Nascimento,39130430147,4,2025-05-02
4789,Gustavo Silva,14746279351,5,2025-05-23
4790,Julia Silva,37033095295,2,2024-08-23
4791,Larissa Ribeiro,71973718439,2,2022-02-07
4792,Larissa Silva,91667453834,3,2022-06-30
4793,Igor Gomes,60583640604,2,2025-02-12
4794,Bruno Rodrigues,77000804412,3,2023-03-14
4795,Tiago Almeida,13402459499,1,2022-11-14
4796,Larissa Rodrigues,65635186619,2,2023-11-17
4797,Carlos Oliveira,99488103607,5,2024-10-21
4798,Sara Costa,33417503728,4,2022-07-17
4799,Helena Oliveira,96665578790,3,2021-12-10
4800,Sara Lima,19969624141,4,2020-11-30
4801,Eduardo Ribeiro,69309281336,2,2025-01-26
4802,Sara Oliveira,69813690089,3,2023-01-30
4803,Fernanda Rodrigues,29253809399,2,2022-05-27
4804,Bruno Silva,07199949012,5,2023-08-21
4805,Patricia Gomes,16477773956,3,2023-02-27
4806,Eduardo Araújo,95086809971,1,2021-09-09
4807,Patricia Ribeiro,12464351898,2,2023-03-29
4808,Gustavo Pereira,84572025602,1,2024-12-30
4809,Julia Costa,99271792418,3,2022-08-18
4810,Helena Pereira,25925787608,1,2024-10-28
4811,Daniela Pereira,40921397930,1,2023-10-16
4812,Eduardo Silva,58792791643,1,2025-04-02
4813,Sara Silva,17613318885,2,2025-02-03
4814,Julia Rodrigues,33658731373,2,2025-06-27
4815,Vanessa Lima,96040631150,1,2021-09-19
4816,Eduardo Almeida,77972162878,4,2021-11-30
4817,Otavio Rodrigues,30053044364,5,2022-08-26
4818,Ana Almeida,44199720136,2,2025-08-21
4819,Igor Ribeiro,73281863225,2,2022-05-25
4820,Larissa Oliveira,73779350250,2,2025-07-18
4821,Daniela Pereira,55309367325,5,2023-03-26
4822,Helena Souza,63158257792,3,2022-07-20
4823,Helena Gomes,44405873867,1,2022-04-17
4824,Helena Costa,49316578249,1,2024-02-02
4825,Igor Silva,06497116351,2,2025-03-13
4826,Rafael Gomes,59207205976,5,2021-09-22
4827,Sara Ribeiro,15777534150,4,2024-12-06
4828,Igor Costa,29080227073,4,2024-07-22
4829,Fernanda Nascimento,87596946440,4,2022-07-09
4830,Sara Oliveira,46031968612,4,2022-11-10
4831,Ana Araújo,16380583070,5,2023-02-16
4832,Larissa Nascimento,32176592141,3,2024-04-26
4833,Patricia Gomes,98031540610,5,2022-10-23
4834,Vanessa Rodrigues,82843791398,2,2021-04-22
4835,Eduardo Carvalho,94057507136,2,2022-01-30
4836,Otavio Carvalho,94951582297,5,2024-03-01
4837,Fernanda Santos,25863432717,3,2021-08-28
4838,Patricia Gomes,53747438992,5,2025-05-31
4839,Eduardo Lima,71260450752,4,2024-08-20
4840,Marcos Nascimento,21326459882,2,2025-08-14
4841,Bruno Almeida,91811709427,3,2021-07-08
4842,Otavio Costa,92890383799,4,2024-04-22
